period,stock_symbol,ebitda,ebit,diluted_eps,basic_eps,net_income,tax_provision,pretax_income,operating_income,operating_expense,gross_profit,total_revenue,operating_revenue
2023-12-31 00:00:00,MMM,-6759000000.00,-8746000000.00,-12.6300,-12.6300,-6995000000.00,-2691000000.00,-9688000000.00,-9035000000.00,23239000000.00,14204000000.00,32681000000.00,32681000000.00
2022-12-31 00:00:00,MMM,8685000000.00,6854000000.00,10.1800,10.2100,5777000000.00,612000000.00,6392000000.00,4334000000.00,10663000000.00,14997000000.00,34229000000.00,34229000000.00
2021-12-31 00:00:00,MMM,9607000000.00,7692000000.00,10.1200,10.2300,5921000000.00,1285000000.00,7204000000.00,7666000000.00,8894000000.00,16560000000.00,35355000000.00,35355000000.00
2020-12-31 00:00:00,MMM,9235000000.00,7324000000.00,9.2500,9.3200,5449000000.00,1337000000.00,6795000000.00,6906000000.00,8673000000.00,15579000000.00,32184000000.00,32184000000.00
2019-12-31 00:00:00,MMM,,,,,,,,,,,,
2023-12-31 00:00:00,AOS,823800000.00,745500000.00,3.6900,3.7100,556600000.00,176900000.00,733500000.00,757400000.00,727400000.00,1484800000.00,3852800000.00,3852800000.00
2022-12-31 00:00:00,AOS,310000000.00,233100000.00,1.5100,1.5591,235700000.00,-12000000.00,223700000.00,658700000.00,670900000.00,1329600000.00,3753900000.00,3753900000.00
2021-12-31 00:00:00,AOS,707800000.00,629900000.00,3.0200,3.0897,487100000.00,138500000.00,625600000.00,609500000.00,701400000.00,1310900000.00,3538900000.00,3538900000.00
2020-12-31 00:00:00,AOS,531200000.00,451200000.00,2.1200,2.1320,344900000.00,99000000.00,443900000.00,447900000.00,660300000.00,1108200000.00,2895300000.00,2895300000.00
2023-12-31 00:00:00,ABT,10544000000.00,7301000000.00,3.2600,3.3003,5723000000.00,941000000.00,6664000000.00,6478000000.00,15656000000.00,22134000000.00,40109000000.00,40109000000.00
2022-12-31 00:00:00,ABT,12131000000.00,8864000000.00,3.9100,3.9895,6933000000.00,1373000000.00,8306000000.00,8362000000.00,16149000000.00,24511000000.00,43653000000.00,43653000000.00
2021-12-31 00:00:00,ABT,12282000000.00,8744000000.00,3.9400,4.0083,7071000000.00,1140000000.00,8211000000.00,8425000000.00,16113000000.00,24538000000.00,43075000000.00,43075000000.00
2020-12-31 00:00:00,ABT,8841000000.00,5514000000.00,2.5000,2.5378,4495000000.00,497000000.00,4968000000.00,5357000000.00,14248000000.00,19605000000.00,34608000000.00,34608000000.00
2019-12-31 00:00:00,ABT,,,,,,,,,,,,
2023-12-31 00:00:00,ABBV,17172000000.00,8474000000.00,2.7200,2.7538,4863000000.00,1377000000.00,6250000000.00,13535000000.00,20368000000.00,33903000000.00,54318000000.00,54318000000.00
2022-12-31 00:00:00,ABBV,24174000000.00,15707000000.00,6.6300,6.6901,11836000000.00,1632000000.00,13477000000.00,18814000000.00,21826000000.00,40640000000.00,58054000000.00,58054000000.00
2021-12-31 00:00:00,ABBV,23933000000.00,15412000000.00,6.4500,6.5270,11542000000.00,1440000000.00,12989000000.00,19048000000.00,19703000000.00,38751000000.00,56197000000.00,56197000000.00
2020-12-31 00:00:00,ABBV,12323000000.00,5852000000.00,2.6151,2.6151,4616000000.00,-1224000000.00,3398000000.00,12739000000.00,17678000000.00,30417000000.00,45804000000.00,45804000000.00
2019-12-31 00:00:00,ABBV,,,,,,,,,,,,
2024-08-31 00:00:00,ACN,11188334000.00,9758292000.00,11.4400,11.5700,7264787000.00,2280126000.00,9699323000.00,9595847000.00,11566470000.00,21162317000.00,64896464000.00,64896464000.00
2023-08-31 00:00:00,ACN,10587612000.00,9186857000.00,10.7700,10.9000,6871557000.00,2135802000.00,9139332000.00,8809889000.00,11921718000.00,20731607000.00,64111745000.00,64111745000.00
2022-08-31 00:00:00,ACN,10554225000.00,9243487000.00,10.7100,10.8700,6877169000.00,2207207000.00,9196167000.00,9367181000.00,10334358000.00,19701539000.00,61594305000.00,61594305000.00
2021-08-31 00:00:00,ACN,9711850000.00,7820608000.00,9.1600,9.3100,5906809000.00,1770571000.00,7761116000.00,7621529000.00,8742599000.00,16364128000.00,50533389000.00,50533389000.00
2023-11-30 00:00:00,ADBE,7784000000.00,6912000000.00,11.8200,11.8700,5428000000.00,1371000000.00,6799000000.00,6650000000.00,10405000000.00,17055000000.00,19409000000.00,19409000000.00
2022-11-30 00:00:00,ADBE,6976000000.00,6120000000.00,10.1000,10.1300,4756000000.00,1252000000.00,6008000000.00,6098000000.00,9343000000.00,15441000000.00,17606000000.00,17606000000.00
2021-11-30 00:00:00,ADBE,6606000000.00,5818000000.00,10.0200,10.1000,4822000000.00,883000000.00,5705000000.00,5802000000.00,8118000000.00,13920000000.00,15785000000.00,15785000000.00
2020-11-30 00:00:00,ADBE,5049000000.00,4292000000.00,10.8300,10.9400,5260000000.00,-1084000000.00,4176000000.00,4237000000.00,6909000000.00,11146000000.00,12868000000.00,12868000000.00
2019-11-30 00:00:00,ADBE,,,,,,,,,,,,
2023-12-31 00:00:00,AMD,4149000000.00,598000000.00,0.5300,0.5300,854000000.00,-346000000.00,492000000.00,401000000.00,10059000000.00,10460000000.00,22680000000.00,22680000000.00
2022-12-31 00:00:00,AMD,5534000000.00,1272000000.00,0.8400,0.8500,1320000000.00,-122000000.00,1184000000.00,1264000000.00,9339000000.00,10603000000.00,23601000000.00,23601000000.00
2021-12-31 00:00:00,AMD,4166000000.00,3703000000.00,2.5700,2.6100,3162000000.00,513000000.00,3669000000.00,3648000000.00,4281000000.00,7929000000.00,16434000000.00,16434000000.00
2020-12-31 00:00:00,AMD,1676000000.00,1322000000.00,2.0600,2.1000,2490000000.00,-1210000000.00,1275000000.00,1369000000.00,2978000000.00,4347000000.00,9763000000.00,9763000000.00
2019-12-31 00:00:00,AMD,,,,,,,,,,,,
2023-12-31 00:00:00,AES,2551000000.00,1423000000.00,0.3500,0.3700,249000000.00,261000000.00,104000000.00,2237000000.00,267000000.00,2504000000.00,12668000000.00,12668000000.00
2022-12-31 00:00:00,AES,2001000000.00,948000000.00,-0.8200,-0.8200,-546000000.00,265000000.00,-169000000.00,2341000000.00,207000000.00,2548000000.00,12617000000.00,12617000000.00
2021-12-31 00:00:00,AES,903000000.00,-153000000.00,-0.6100,-0.6100,-409000000.00,-133000000.00,-1064000000.00,2545000000.00,166000000.00,2711000000.00,11141000000.00,11141000000.00
2020-12-31 00:00:00,AES,2594000000.00,1526000000.00,0.0700,0.0700,46000000.00,216000000.00,488000000.00,2528000000.00,165000000.00,2693000000.00,9660000000.00,9660000000.00
2019-12-31 00:00:00,AES,,,,,,,,,,,,
2023-10-31 00:00:00,A,1705000000.00,1434000000.00,4.1900,4.2200,1240000000.00,99000000.00,1339000000.00,1350000000.00,2115000000.00,3465000000.00,6833000000.00,6833000000.00
2022-10-31 00:00:00,A,1905000000.00,1588000000.00,4.1800,4.1900,1254000000.00,250000000.00,1504000000.00,1618000000.00,2104000000.00,3722000000.00,6848000000.00,6848000000.00
2021-10-31 00:00:00,A,1762000000.00,1441000000.00,3.9400,3.9800,1210000000.00,150000000.00,1360000000.00,1347000000.00,2060000000.00,3407000000.00,6319000000.00,6319000000.00
2020-10-31 00:00:00,A,1228000000.00,920000000.00,2.3000,2.3300,719000000.00,123000000.00,842000000.00,846000000.00,1991000000.00,2837000000.00,5339000000.00,5339000000.00
2023-09-30 00:00:00,APD,4418200000.00,3059900000.00,10.3300,10.3500,2300200000.00,551200000.00,2882400000.00,2739200000.00,1027800000.00,3767000000.00,12600000000.00,12600000000.00
2022-09-30 00:00:00,APD,4220900000.00,2882700000.00,10.1400,10.1600,2256100000.00,500800000.00,2754700000.00,2412500000.00,947600000.00,3360100000.00,12698600000.00,12698600000.00
2021-09-30 00:00:00,APD,3970500000.00,2649200000.00,9.4300,9.4700,2099100000.00,462800000.00,2507400000.00,2267800000.00,869100000.00,3136900000.00,10323000000.00,10323000000.00
2020-09-30 00:00:00,APD,3718100000.00,2533100000.00,8.4900,8.5300,1886700000.00,478400000.00,2423800000.00,2237600000.00,760600000.00,2998200000.00,8856300000.00,8856300000.00
2023-12-31 00:00:00,ABNB,2229000000.00,2185000000.00,7.2400,7.5200,4792000000.00,-2690000000.00,2102000000.00,1518000000.00,6696000000.00,8214000000.00,9917000000.00,9917000000.00
2022-12-31 00:00:00,ABNB,2094000000.00,2013000000.00,2.7900,2.9700,1893000000.00,96000000.00,1989000000.00,1891000000.00,5009000000.00,6900000000.00,8399000000.00,8399000000.00
2021-12-31 00:00:00,ABNB,276000000.00,138000000.00,-0.5700,-0.5700,-352000000.00,52000000.00,-300000000.00,542000000.00,4294000000.00,4836000000.00,5992000000.00,5992000000.00
2020-12-31 00:00:00,ABNB,-4384374000.00,-4510250000.00,-16.1200,-16.1200,-4584716000.00,-97222000.00,-4681938000.00,-3438792000.00,5940949000.00,2502157000.00,3378199000.00,3378199000.00
2023-12-31 00:00:00,AKAM,1241012000.00,670236000.00,3.5200,3.5900,547629000.00,106373000.00,652527000.00,703418000.00,1597439000.00,2300857000.00,3811920000.00,3811920000.00
2022-12-31 00:00:00,AKAM,1261853000.00,669099000.00,3.2600,3.2900,523672000.00,126696000.00,658003000.00,711040000.00,1521795000.00,2232835000.00,3616654000.00,3616654000.00
2021-12-31 00:00:00,AKAM,1351185000.00,800553000.00,3.9300,4.0100,651642000.00,62571000.00,728221000.00,807202000.00,1385065000.00,2192267000.00,3461223000.00,3461223000.00
2020-12-31 00:00:00,AKAM,1163591000.00,685202000.00,3.3700,3.4300,557054000.00,45922000.00,616082000.00,701674000.00,1363803000.00,2065477000.00,3198149000.00,3198149000.00
2019-12-31 00:00:00,AKAM,,,,,,,,,,,,
2023-12-31 00:00:00,ALB,792754000.00,362810000.00,13.3600,13.4100,1573476000.00,430277000.00,246738000.00,180691000.00,1005218000.00,1185909000.00,9617203000.00,9617203000.00
2022-12-31 00:00:00,ALB,2857258000.00,2556417000.00,22.8400,22.9700,2689816000.00,390588000.00,2433444000.00,2478461000.00,596126000.00,3074587000.00,7320104000.00,7320104000.00
2021-12-31 00:00:00,ALB,449094000.00,195094000.00,1.0600,1.0700,123672000.00,29446000.00,133618000.00,502463000.00,495508000.00,997971000.00,3327957000.00,3327957000.00
2020-12-31 00:00:00,ALB,678619000.00,446635000.00,3.5200,3.5300,375764000.00,54425000.00,373519000.00,505812000.00,489041000.00,994853000.00,3128909000.00,3128909000.00
2019-12-31 00:00:00,ALB,,,,,,,,,,,,
2023-12-31 00:00:00,ALGN,799055000.00,656654000.00,5.8100,5.8200,445053000.00,196151000.00,641204000.00,656654000.00,2050209000.00,2706863000.00,3862260000.00,3862260000.00
2022-12-31 00:00:00,ALGN,779841000.00,654048000.00,4.6100,4.6200,361573000.00,237484000.00,599057000.00,654048000.00,1979727000.00,2633775000.00,3734635000.00,3734635000.00
2021-12-31 00:00:00,ALGN,1085129000.00,976400000.00,9.6900,9.7800,772020000.00,240403000.00,1012423000.00,976400000.00,1958955000.00,2935355000.00,3952584000.00,3952584000.00
2020-12-31 00:00:00,ALGN,480709000.00,387171000.00,22.4100,22.5500,1775888000.00,-1396939000.00,378949000.00,387171000.00,1376064000.00,1763235000.00,2471941000.00,2471941000.00
2019-12-31 00:00:00,ALGN,,,,,,,,,,,,
2023-12-31 00:00:00,ALLE,821900000.00,710300000.00,6.1200,6.1500,540400000.00,76600000.00,617200000.00,715900000.00,865600000.00,1581500000.00,3650800000.00,3650800000.00
2022-12-31 00:00:00,ALLE,688300000.00,590400000.00,5.1900,5.2000,458000000.00,56200000.00,514500000.00,586400000.00,736000000.00,1322400000.00,3271900000.00,3271900000.00
2021-12-31 00:00:00,ALLE,657300000.00,574200000.00,5.3400,5.3700,483000000.00,40700000.00,524000000.00,530200000.00,674700000.00,1204900000.00,2867400000.00,2867400000.00
2020-12-31 00:00:00,ALLE,497500000.00,416500000.00,3.3900,3.4100,314300000.00,50900000.00,365400000.00,543100000.00,635700000.00,1178800000.00,2719900000.00,2719900000.00
2019-12-31 00:00:00,ALLE,,,,,,,,,,,,
2023-12-31 00:00:00,LNT,1803000000.00,1127000000.00,2.7800,2.7800,703000000.00,4000000.00,707000000.00,943000000.00,791000000.00,1734000000.00,4027000000.00,3937000000.00
2022-12-31 00:00:00,LNT,1720000000.00,1049000000.00,2.7300,2.7300,686000000.00,22000000.00,708000000.00,928000000.00,781000000.00,1709000000.00,4205000000.00,4112000000.00
2021-12-31 00:00:00,LNT,1541000000.00,884000000.00,2.6300,2.6300,674000000.00,-74000000.00,600000000.00,795000000.00,761000000.00,1556000000.00,3669000000.00,3586000000.00
2020-12-31 00:00:00,LNT,1473000000.00,858000000.00,2.4700,2.4700,624000000.00,-57000000.00,567000000.00,740000000.00,723000000.00,1463000000.00,3416000000.00,3342000000.00
2019-12-31 00:00:00,LNT,,,,,,,,,,,,
2023-12-31 00:00:00,LMT,10444000000.00,9014000000.00,27.5500,27.6500,6920000000.00,1178000000.00,8098000000.00,8507000000.00,-28000000.00,8479000000.00,67571000000.00,67571000000.00
2022-12-31 00:00:00,LMT,8707000000.00,7303000000.00,21.6600,21.7400,5732000000.00,948000000.00,6680000000.00,8348000000.00,-61000000.00,8287000000.00,65984000000.00,65984000000.00
2021-12-31 00:00:00,LMT,9483000000.00,8119000000.00,22.7600,22.8500,6315000000.00,1235000000.00,7550000000.00,9123000000.00,-62000000.00,9061000000.00,67044000000.00,67044000000.00
2020-12-31 00:00:00,LMT,10116000000.00,8826000000.00,24.3000,24.4000,6833000000.00,1347000000.00,8235000000.00,8644000000.00,10000000.00,8654000000.00,65398000000.00,65398000000.00
2019-12-31 00:00:00,LMT,,,,,,,,,,,,
2024-01-31 00:00:00,LOW,13581000000.00,11658000000.00,13.2000,13.2300,7726000000.00,2449000000.00,10175000000.00,11557000000.00,17287000000.00,28844000000.00,86377000000.00,85099000000.00
2023-01-31 00:00:00,LOW,12177000000.00,10196000000.00,10.1700,10.2000,6437000000.00,2599000000.00,9036000000.00,10159000000.00,22098000000.00,32257000000.00,97059000000.00,95570000000.00
2022-01-31 00:00:00,LOW,13987000000.00,12105000000.00,12.0400,12.0700,8442000000.00,2766000000.00,11208000000.00,12093000000.00,19963000000.00,32056000000.00,96250000000.00,94719000000.00
2021-01-31 00:00:00,LOW,10205000000.00,8611000000.00,7.7500,7.7700,5835000000.00,1904000000.00,7739000000.00,9647000000.00,19925000000.00,29572000000.00,89597000000.00,87995000000.00
2020-01-31 00:00:00,LOW,,,,,,,,,,,,
2024-01-31 00:00:00,LULU,2586561000.00,2207177000.00,12.2000,12.2300,1550190000.00,625545000.00,2175735000.00,2207177000.00,3402228000.00,5609405000.00,9619278000.00,9619278000.00
2023-01-31 00:00:00,LULU,2017932000.00,1726141000.00,6.6800,6.7000,854800000.00,477771000.00,1332571000.00,1726141000.00,2766199000.00,4492340000.00,8110518000.00,8110518000.00
2022-01-31 00:00:00,LULU,1598955000.00,1374749000.00,7.4900,7.5200,975322000.00,358547000.00,1333869000.00,1374749000.00,2233816000.00,3608565000.00,6256617000.00,6256617000.00
2021-01-31 00:00:00,LULU,1035306000.00,849828000.00,4.5000,4.5200,588913000.00,230437000.00,819350000.00,849828000.00,1614163000.00,2463991000.00,4401879000.00,4401879000.00
2023-12-31 00:00:00,LYB,4638000000.00,3104000000.00,6.4600,6.4800,2114000000.00,501000000.00,2627000000.00,3571000000.00,1687000000.00,5258000000.00,41107000000.00,41107000000.00
2022-12-31 00:00:00,LYB,6330000000.00,5063000000.00,11.8100,11.8400,3882000000.00,882000000.00,4776000000.00,5170000000.00,1434000000.00,6604000000.00,50451000000.00,50451000000.00
2023-12-31 00:00:00,GOOGL,97971000000.00,86025000000.00,5.8000,5.8400,73795000000.00,11922000000.00,85717000000.00,84293000000.00,89769000000.00,174062000000.00,307394000000.00,307394000000.00
2022-12-31 00:00:00,GOOGL,85160000000.00,71685000000.00,4.5600,4.5900,59972000000.00,11356000000.00,71328000000.00,74842000000.00,81791000000.00,156633000000.00,282836000000.00,282836000000.00
2021-12-31 00:00:00,GOOGL,103521000000.00,91080000000.00,5.6100,5.6940,76033000000.00,14701000000.00,90734000000.00,78714000000.00,67984000000.00,146698000000.00,257637000000.00,257637000000.00
2020-12-31 00:00:00,GOOGL,61914000000.00,48217000000.00,2.9305,2.9575,40269000000.00,7813000000.00,48082000000.00,41224000000.00,56571000000.00,97795000000.00,182527000000.00,182527000000.00
2019-12-31 00:00:00,GOOGL,,,,,,,,,,,,
2023-12-31 00:00:00,GOOG,97971000000.00,86025000000.00,5.8000,5.8400,73795000000.00,11922000000.00,85717000000.00,84293000000.00,89769000000.00,174062000000.00,307394000000.00,307394000000.00
2022-12-31 00:00:00,GOOG,85160000000.00,71685000000.00,4.5600,4.5900,59972000000.00,11356000000.00,71328000000.00,74842000000.00,81791000000.00,156633000000.00,282836000000.00,282836000000.00
2021-12-31 00:00:00,GOOG,103521000000.00,91080000000.00,5.6100,5.6940,76033000000.00,14701000000.00,90734000000.00,78714000000.00,67984000000.00,146698000000.00,257637000000.00,257637000000.00
2020-12-31 00:00:00,GOOG,61914000000.00,48217000000.00,2.9305,2.9575,40269000000.00,7813000000.00,48082000000.00,41224000000.00,56571000000.00,97795000000.00,182527000000.00,182527000000.00
2019-12-31 00:00:00,GOOG,,,,,,,,,,,,
2023-12-31 00:00:00,MO,12349000000.00,12077000000.00,4.5700,4.6103,8130000000.00,2798000000.00,10928000000.00,11547000000.00,2737000000.00,14284000000.00,20502000000.00,24483000000.00
2022-12-31 00:00:00,MO,8743000000.00,8517000000.00,3.1900,3.2282,5764000000.00,1625000000.00,7389000000.00,11919000000.00,2327000000.00,14246000000.00,20688000000.00,25096000000.00
2021-12-31 00:00:00,MO,5256000000.00,5012000000.00,1.3400,1.3575,2475000000.00,1349000000.00,3824000000.00,11560000000.00,2432000000.00,13992000000.00,21111000000.00,26013000000.00
2020-12-31 00:00:00,MO,8370000000.00,8113000000.00,2.4000,2.4000,4467000000.00,2436000000.00,6890000000.00,10873000000.00,2150000000.00,13023000000.00,20841000000.00,26153000000.00
2019-12-31 00:00:00,MO,,,,,,,,,,,,
2023-12-31 00:00:00,AMZN,89402000000.00,40739000000.00,2.9000,2.9500,30425000000.00,7120000000.00,37557000000.00,36852000000.00,56953000000.00,93805000000.00,574785000000.00,574785000000.00
2022-12-31 00:00:00,AMZN,38352000000.00,-3569000000.00,-0.2700,-0.2700,-2722000000.00,-3217000000.00,-5936000000.00,12248000000.00,55392000000.00,67640000000.00,513983000000.00,513983000000.00
2021-12-31 00:00:00,AMZN,74393000000.00,39960000000.00,3.2405,3.2980,33364000000.00,4791000000.00,38151000000.00,24879000000.00,41436000000.00,66315000000.00,469822000000.00,469822000000.00
2020-12-31 00:00:00,AMZN,51076000000.00,25825000000.00,2.0915,2.1320,21331000000.00,2863000000.00,24178000000.00,22899000000.00,28601000000.00,51500000000.00,386064000000.00,386064000000.00
2019-12-31 00:00:00,AMZN,,,,,,,,,,,,
2024-06-30 00:00:00,AMCR,1850000000.00,1255000000.00,0.5050,0.5050,730000000.00,163000000.00,907000000.00,1311000000.00,1401000000.00,2712000000.00,13640000000.00,13640000000.00
2023-06-30 00:00:00,AMCR,2127000000.00,1541000000.00,0.7050,0.7090,1048000000.00,193000000.00,1251000000.00,1404000000.00,1321000000.00,2725000000.00,14694000000.00,14694000000.00
2022-06-30 00:00:00,AMCR,1899000000.00,1274000000.00,0.5290,0.5320,805000000.00,300000000.00,1115000000.00,1473000000.00,1347000000.00,2820000000.00,14544000000.00,14544000000.00
2021-06-30 00:00:00,AMCR,1920000000.00,1346000000.00,0.6020,0.6040,939000000.00,261000000.00,1193000000.00,1415000000.00,1317000000.00,2732000000.00,12861000000.00,12861000000.00
2020-06-30 00:00:00,AMCR,,,,,,,,,,,,
2023-12-31 00:00:00,AEE,3406000000.00,1906000000.00,4.3800,4.3900,1152000000.00,183000000.00,1340000000.00,1853000000.00,1614000000.00,3467000000.00,7500000000.00,7500000000.00
2022-12-31 00:00:00,AEE,3179000000.00,1741000000.00,4.1400,4.1600,1074000000.00,176000000.00,1255000000.00,1699000000.00,1644000000.00,3343000000.00,7957000000.00,7957000000.00
2021-12-31 00:00:00,AEE,2812000000.00,1535000000.00,3.8400,3.8600,990000000.00,157000000.00,1152000000.00,1469000000.00,1522000000.00,2991000000.00,6394000000.00,6394000000.00
2020-12-31 00:00:00,AEE,2604000000.00,1451000000.00,3.5000,3.5300,871000000.00,155000000.00,1032000000.00,1300000000.00,1558000000.00,2858000000.00,5794000000.00,5794000000.00
2019-12-31 00:00:00,AEE,,,,,,,,,,,,
2023-12-31 00:00:00,AAL,5520000000.00,3266000000.00,1.2100,1.2600,822000000.00,299000000.00,1121000000.00,4005000000.00,7805000000.00,11810000000.00,52788000000.00,49324000000.00
2022-12-31 00:00:00,AAL,4446000000.00,2148000000.00,0.1900,0.2000,127000000.00,59000000.00,186000000.00,1800000000.00,7237000000.00,9037000000.00,48971000000.00,45801000000.00
2021-12-31 00:00:00,AAL,1587000000.00,-748000000.00,-3.0900,-3.0900,-1993000000.00,-555000000.00,-2548000000.00,-5065000000.00,5092000000.00,27000000.00,29882000000.00,27377000000.00
2020-12-31 00:00:00,AAL,-7856000000.00,-10226000000.00,-18.3600,-18.3600,-8885000000.00,-2568000000.00,-11453000000.00,-11078000000.00,3852000000.00,-7226000000.00,17337000000.00,15287000000.00
2019-12-31 00:00:00,AAL,,,,,,,,,,,,
2023-12-31 00:00:00,AEP,7202600000.00,4015600000.00,4.2400,4.2600,2208100000.00,54600000.00,2208700000.00,3734500000.00,7393200000.00,11127700000.00,18982300000.00,18524200000.00
2022-12-31 00:00:00,AEP,7102200000.00,3816500000.00,4.4900,4.5100,2307200000.00,5400000.00,2420400000.00,3778500000.00,7513700000.00,11292200000.00,19639500000.00,19231300000.00
2021-12-31 00:00:00,AEP,6757400000.00,3711000000.00,4.9600,4.9700,2488100000.00,115500000.00,2511900000.00,3422900000.00,6781000000.00,10203900000.00,16792000000.00,16424600000.00
2020-12-31 00:00:00,AEP,6218600000.00,3311800000.00,4.4200,4.4400,2200100000.00,40500000.00,2146100000.00,2987700000.00,6550700000.00,9538400000.00,14918500000.00,14612900000.00
2019-12-31 00:00:00,AEP,,,,,,,,,,,,
2023-12-31 00:00:00,AMT,6006000000.00,2919500000.00,3.1800,3.1800,1483300000.00,154200000.00,1521300000.00,3776500000.00,4107100000.00,7883600000.00,11144200000.00,11144200000.00
2019-12-31 00:00:00,CDW,,,,,,,,,,,,
2021-12-31 00:00:00,LYB,8698000000.00,7305000000.00,16.7500,16.7700,5610000000.00,1163000000.00,6786000000.00,7397000000.00,1379000000.00,8776000000.00,46173000000.00,46173000000.00
2022-12-31 00:00:00,AMT,6212300000.00,2857200000.00,3.8200,3.8300,1765800000.00,24000000.00,1720700000.00,3036600000.00,4410700000.00,7447300000.00,10711100000.00,10711100000.00
2021-12-31 00:00:00,AMT,6032900000.00,3700300000.00,5.6600,5.6900,2567700000.00,261800000.00,2829400000.00,3328400000.00,3346500000.00,6674900000.00,9356900000.00,9356900000.00
2020-12-31 00:00:00,AMT,4496900000.00,2614600000.00,3.7900,3.8100,1690600000.00,129600000.00,1821100000.00,3127600000.00,2686700000.00,5814300000.00,8041500000.00,8041500000.00
2019-12-31 00:00:00,AMT,,,,,,,,,,,,
2023-12-31 00:00:00,AWK,2360000000.00,1656000000.00,4.9000,4.9000,944000000.00,252000000.00,1196000000.00,1504000000.00,1010000000.00,2514000000.00,4234000000.00,4234000000.00
2022-12-31 00:00:00,AWK,2090000000.00,1441000000.00,4.5100,4.5100,820000000.00,188000000.00,1008000000.00,1273000000.00,930000000.00,2203000000.00,3792000000.00,3792000000.00
2021-12-31 00:00:00,AWK,2679000000.00,2043000000.00,6.9500,6.9600,1263000000.00,377000000.00,1640000000.00,1196000000.00,957000000.00,2153000000.00,3930000000.00,3930000000.00
2020-12-31 00:00:00,AWK,1925000000.00,1321000000.00,3.9100,3.9100,709000000.00,215000000.00,924000000.00,1248000000.00,907000000.00,2155000000.00,3777000000.00,3777000000.00
2019-12-31 00:00:00,AWK,,,,,,,,,,,,
2023-12-31 00:00:00,AME,2025843000.00,1688207000.00,5.6700,5.7000,1313188000.00,293224000.00,1606412000.00,1707459000.00,677006000.00,2384465000.00,6596950000.00,6596950000.00
2022-12-31 00:00:00,AME,1831305000.00,1511878000.00,5.0100,5.0400,1159542000.00,269150000.00,1428692000.00,1500692000.00,644577000.00,2145269000.00,6150530000.00,6150530000.00
2021-12-31 00:00:00,AME,1595663000.00,1303551000.00,4.2500,4.2900,990053000.00,233117000.00,1223170000.00,1308670000.00,603944000.00,1912614000.00,5546514000.00,5546514000.00
2020-12-31 00:00:00,AME,1423646000.00,1168371000.00,3.7700,3.8000,872439000.00,209870000.00,1082309000.00,1027884000.00,515630000.00,1543514000.00,4540029000.00,4540029000.00
2023-12-31 00:00:00,AMGN,14801000000.00,10730000000.00,12.4900,12.5600,6717000000.00,1138000000.00,7855000000.00,7897000000.00,11842000000.00,19739000000.00,28190000000.00,26910000000.00
2022-12-31 00:00:00,AMGN,12169000000.00,8752000000.00,12.1100,12.1800,6552000000.00,794000000.00,7346000000.00,9566000000.00,10351000000.00,19917000000.00,26323000000.00,24801000000.00
2021-12-31 00:00:00,AMGN,11296000000.00,7898000000.00,10.2800,10.3400,5893000000.00,808000000.00,6701000000.00,9144000000.00,10381000000.00,19525000000.00,25979000000.00,24297000000.00
2020-12-31 00:00:00,AMGN,12996000000.00,9395000000.00,12.3100,12.4000,7264000000.00,869000000.00,8133000000.00,9139000000.00,10126000000.00,19265000000.00,25424000000.00,24240000000.00
2019-12-31 00:00:00,AMGN,,,,,,,,,,,,
2023-12-31 00:00:00,APH,3000700000.00,2594300000.00,1.5550,1.6150,1928000000.00,509300000.00,2454800000.00,2594200000.00,1489900000.00,4084100000.00,12554700000.00,12554700000.00
2022-12-31 00:00:00,APH,2988700000.00,2595800000.00,1.5300,1.5950,1902300000.00,550600000.00,2467400000.00,2607300000.00,1420900000.00,4028200000.00,12623000000.00,12623000000.00
2021-12-31 00:00:00,APH,2500300000.00,2104700000.00,1.2700,1.3300,1590800000.00,409100000.00,1989200000.00,2175500000.00,1226300000.00,3401800000.00,10876300000.00,10876300000.00
2020-12-31 00:00:00,APH,1950100000.00,1642000000.00,0.9775,1.0100,1203400000.00,313300000.00,1526600000.00,1649900000.00,1014200000.00,2664100000.00,8598900000.00,8598900000.00
2019-12-31 00:00:00,APH,,,,,,,,,,,,
2023-10-31 00:00:00,ADI,6165747000.00,3872644000.00,6.5500,6.6000,3314579000.00,293424000.00,3608003000.00,3983822000.00,3893396000.00,7877218000.00,12305539000.00,12305539000.00
2022-10-31 00:00:00,ADI,5596656000.00,3299157000.00,5.2500,5.2900,2748561000.00,350188000.00,3098749000.00,3553209000.00,3979265000.00,7532474000.00,12013953000.00,12013953000.00
2021-10-31 00:00:00,ADI,2588173000.00,1513539000.00,3.4600,3.5000,1390422000.00,-61708000.00,1328714000.00,1776657000.00,2748355000.00,4525012000.00,7318286000.00,7318286000.00
2020-10-31 00:00:00,ADI,2315845000.00,1504922000.00,3.2800,3.3100,1220761000.00,90856000.00,1311617000.00,1550581000.00,2139897000.00,3690478000.00,5603056000.00,5603056000.00
2019-10-31 00:00:00,ADI,,,,,,,,,,,,
2023-12-31 00:00:00,ANSS,771787000.00,639283000.00,5.7300,5.7600,500412000.00,91726000.00,592138000.00,626135000.00,1372516000.00,1998651000.00,2269949000.00,2269949000.00
2022-12-31 00:00:00,ANSS,712604000.00,598041000.00,5.9900,6.0200,523710000.00,51605000.00,575315000.00,592658000.00,1222254000.00,1814912000.00,2065553000.00,2065553000.00
