period,stock_symbol,ebitda,ebit,diluted_eps,basic_eps,net_income,tax_provision,pretax_income,operating_income,operating_expense,gross_profit,total_revenue,operating_revenue
2020-12-31 00:00:00,HUBB,629100000.00,484600000.00,6.4300,6.4600,351200000.00,89800000.00,424500000.00,494500000.00,591300000.00,1085800000.00,3682500000.00,3682500000.00
2019-12-31 00:00:00,HUBB,,,,,,,,,,,,
2023-12-31 00:00:00,HII,1295000000.00,948000000.00,17.0700,17.0700,681000000.00,172000000.00,853000000.00,744000000.00,902000000.00,1646000000.00,11454000000.00,11454000000.00
2022-12-31 00:00:00,HII,1179000000.00,821000000.00,14.4400,14.4400,579000000.00,140000000.00,719000000.00,517000000.00,923000000.00,1440000000.00,10676000000.00,10676000000.00
2021-12-31 00:00:00,HII,1004000000.00,711000000.00,13.5000,13.5000,544000000.00,78000000.00,622000000.00,472000000.00,896000000.00,1368000000.00,9524000000.00,9524000000.00
2020-12-31 00:00:00,HII,1171000000.00,924000000.00,17.1400,17.1400,696000000.00,114000000.00,810000000.00,767000000.00,903000000.00,1670000000.00,9361000000.00,9361000000.00
2019-12-31 00:00:00,HII,,,,,,,,,,,,
2023-12-31 00:00:00,IBM,14693000000.00,10297000000.00,8.1400,8.2300,7502000000.00,1176000000.00,8690000000.00,9374000000.00,24926000000.00,34300000000.00,61860000000.00,61860000000.00
2022-12-31 00:00:00,IBM,7174000000.00,2372000000.00,1.8000,1.8200,1640000000.00,-626000000.00,1156000000.00,8154000000.00,24533000000.00,32687000000.00,60530000000.00,60530000000.00
2021-12-31 00:00:00,IBM,12409000000.00,5992000000.00,6.3500,6.4100,5742000000.00,124000000.00,4837000000.00,6865000000.00,24621000000.00,31486000000.00,57351000000.00,57351000000.00
2020-12-31 00:00:00,IBM,10555000000.00,3860000000.00,6.2300,6.2800,5590000000.00,-1360000000.00,2572000000.00,4662000000.00,26203000000.00,30865000000.00,55179000000.00,55179000000.00
2019-12-31 00:00:00,IBM,,,,,,,,,,,,
2023-12-31 00:00:00,IEX,964100000.00,812000000.00,7.8500,7.8700,596100000.00,164700000.00,760300000.00,743400000.00,703500000.00,1446900000.00,3273900000.00,3273900000.00
2022-12-31 00:00:00,IEX,909800000.00,790100000.00,7.7100,7.7400,586900000.00,162700000.00,749400000.00,774200000.00,652700000.00,1426900000.00,3181900000.00,3181900000.00
2021-12-31 00:00:00,IEX,723800000.00,620800000.00,5.8800,5.9100,449400000.00,130500000.00,579800000.00,646300000.00,578200000.00,1224500000.00,2764800000.00,2764800000.00
2020-12-31 00:00:00,IEX,598600000.00,515100000.00,4.9400,4.9800,377800000.00,92500000.00,470300000.00,532500000.00,494900000.00,1027400000.00,2351600000.00,2351600000.00
2019-12-31 00:00:00,IEX,,,,,,,,,,,,
2023-12-31 00:00:00,IDXX,1217665000.00,1102757000.00,10.0600,10.1700,845042000.00,216134000.00,1061176000.00,1097128000.00,1092842000.00,2189970000.00,3660953000.00,3660953000.00
2022-12-31 00:00:00,IDXX,1011730000.00,899830000.00,8.0300,8.1200,679089000.00,180883000.00,859972000.00,898765000.00,1105573000.00,2004338000.00,3367324000.00,3367324000.00
2021-12-31 00:00:00,IDXX,1037058000.00,932462000.00,8.6000,8.7400,744845000.00,157810000.00,902654000.00,932028000.00,957404000.00,1889432000.00,3215360000.00,3215360000.00
2020-12-31 00:00:00,IDXX,791108000.00,695110000.00,6.7100,6.8200,581776000.00,79854000.00,661985000.00,694524000.00,876516000.00,1571040000.00,2706655000.00,2706655000.00
2023-12-31 00:00:00,ITW,4484000000.00,4089000000.00,9.7400,9.7700,2957000000.00,866000000.00,3823000000.00,4040000000.00,2751000000.00,6791000000.00,16107000000.00,16107000000.00
2022-12-31 00:00:00,ITW,4455000000.00,4045000000.00,9.7700,9.8000,3034000000.00,808000000.00,3842000000.00,3790000000.00,2713000000.00,6503000000.00,15932000000.00,15932000000.00
2021-12-31 00:00:00,ITW,3938000000.00,3528000000.00,8.5100,8.5500,2694000000.00,632000000.00,3326000000.00,3477000000.00,2489000000.00,5966000000.00,14455000000.00,14455000000.00
2020-12-31 00:00:00,ITW,3337000000.00,2910000000.00,6.6300,6.6600,2109000000.00,595000000.00,2704000000.00,2882000000.00,2317000000.00,5199000000.00,12574000000.00,12574000000.00
2023-12-31 00:00:00,INCY,919426000.00,836766000.00,2.6500,2.6700,597599000.00,236616000.00,834215000.00,649710000.00,2790939000.00,3440649000.00,3695649000.00,3695649000.00
2022-12-31 00:00:00,INCY,599637000.00,531782000.00,1.5200,1.5300,340660000.00,188456000.00,529116000.00,591626000.00,2596009000.00,3187635000.00,3394635000.00,3394635000.00
2021-12-31 00:00:00,INCY,630196000.00,572352000.00,4.2700,4.3000,948581000.00,-378137000.00,570444000.00,600518000.00,2234758000.00,2835276000.00,2986267000.00,2986267000.00
2020-12-31 00:00:00,INCY,-178237000.00,-230044000.00,-1.3600,-1.3600,-295697000.00,63479000.00,-232218000.00,-240241000.00,2775643000.00,2535402000.00,2666702000.00,2666702000.00
2019-12-31 00:00:00,INCY,,,,,,,,,,,,
2023-12-31 00:00:00,IR,1646900000.00,1187800000.00,1.9000,1.9200,778700000.00,240000000.00,1031100000.00,1241500000.00,1640700000.00,2882200000.00,6876100000.00,6876100000.00
2022-12-31 00:00:00,IR,1278200000.00,845400000.00,1.4700,1.4900,604700000.00,149600000.00,742200000.00,879400000.00,1446200000.00,2325600000.00,5916300000.00,5916300000.00
2021-12-31 00:00:00,IR,1022800000.00,600700000.00,1.3400,1.3600,562500000.00,-21800000.00,513000000.00,622400000.00,1366100000.00,1988500000.00,5152400000.00,5152400000.00
2020-12-31 00:00:00,IR,478200000.00,65700000.00,-0.0900,-0.0900,-33300000.00,11400000.00,-45400000.00,274400000.00,1130500000.00,1404900000.00,3973200000.00,3973200000.00
2019-12-31 00:00:00,IR,,,,,,,,,,,,
2023-12-31 00:00:00,PODD,323600000.00,250800000.00,2.9400,2.9600,206300000.00,8300000.00,214600000.00,220000000.00,939900000.00,1159900000.00,1697100000.00,1697100000.00
2022-12-31 00:00:00,PODD,109000000.00,45800000.00,0.0700,0.0700,4600000.00,5200000.00,9800000.00,37600000.00,768000000.00,805600000.00,1305300000.00,1305300000.00
2021-12-31 00:00:00,PODD,139600000.00,82200000.00,0.2400,0.2500,16800000.00,3700000.00,20500000.00,126000000.00,626100000.00,752100000.00,1098800000.00,1098800000.00
2020-12-31 00:00:00,PODD,110300000.00,54900000.00,0.1000,0.1100,6800000.00,2900000.00,9700000.00,51500000.00,530800000.00,582300000.00,904400000.00,904400000.00
2019-12-31 00:00:00,PODD,,,,,,,,,,,,
2023-12-31 00:00:00,INTC,11242000000.00,1640000000.00,0.4000,0.4000,1689000000.00,-913000000.00,762000000.00,31000000.00,21680000000.00,21711000000.00,54228000000.00,54228000000.00
2022-12-31 00:00:00,INTC,21299000000.00,8264000000.00,1.9400,1.9500,8014000000.00,-249000000.00,7768000000.00,2336000000.00,24530000000.00,26866000000.00,63054000000.00,63054000000.00
2021-12-31 00:00:00,INTC,34092000000.00,22300000000.00,4.8600,4.8900,19868000000.00,1835000000.00,21703000000.00,22082000000.00,21733000000.00,43815000000.00,79024000000.00,79024000000.00
2020-12-31 00:00:00,INTC,37946000000.00,25707000000.00,4.9400,4.9800,20899000000.00,4179000000.00,25078000000.00,23876000000.00,19736000000.00,43612000000.00,77867000000.00,77867000000.00
2019-12-31 00:00:00,INTC,,,,,,,,,,,,
2023-12-31 00:00:00,ICE,4917000000.00,3702000000.00,4.1900,4.2000,2368000000.00,456000000.00,2894000000.00,3963000000.00,1696000000.00,5659000000.00,9903000000.00,9903000000.00
2022-12-31 00:00:00,ICE,3455000000.00,2424000000.00,2.5800,2.5900,1446000000.00,310000000.00,1808000000.00,3731000000.00,1471000000.00,5202000000.00,9636000000.00,9636000000.00
2021-12-31 00:00:00,ICE,7130000000.00,6121000000.00,7.1800,7.2200,4058000000.00,1629000000.00,5698000000.00,3551000000.00,1467000000.00,5018000000.00,9168000000.00,9168000000.00
2020-12-31 00:00:00,ICE,3874000000.00,3123000000.00,3.7700,3.7900,2089000000.00,658000000.00,2766000000.00,3138000000.00,1161000000.00,4299000000.00,8244000000.00,8244000000.00
2023-12-31 00:00:00,IFF,-996000000.00,-2138000000.00,-10.0500,-10.0500,-2565000000.00,45000000.00,-2518000000.00,578000000.00,3103000000.00,3681000000.00,11479000000.00,11479000000.00
2022-12-31 00:00:00,IFF,-110000000.00,-1289000000.00,-7.2100,-7.2100,-1868000000.00,239000000.00,-1625000000.00,1053000000.00,3098000000.00,4151000000.00,12440000000.00,12440000000.00
2021-12-31 00:00:00,IFF,1799000000.00,643000000.00,1.1000,1.1100,268000000.00,75000000.00,354000000.00,625000000.00,3110000000.00,3735000000.00,11656000000.00,11656000000.00
2020-12-31 00:00:00,IFF,898000000.00,573000000.00,3.2100,3.2500,365000000.00,74000000.00,441000000.00,587000000.00,1499000000.00,2086000000.00,5084000000.00,5084000000.00
2023-12-31 00:00:00,IP,2235000000.00,803000000.00,0.8200,0.8300,288000000.00,59000000.00,382000000.00,766000000.00,4521000000.00,5287000000.00,18916000000.00,18916000000.00
2022-12-31 00:00:00,IP,2954000000.00,1914000000.00,4.1000,4.1400,1504000000.00,-236000000.00,1511000000.00,1754000000.00,4264000000.00,6018000000.00,21161000000.00,21161000000.00
2021-12-31 00:00:00,IP,2639000000.00,1429000000.00,4.4700,4.5000,1752000000.00,188000000.00,999000000.00,1466000000.00,4065000000.00,5531000000.00,19363000000.00,19363000000.00
2020-12-31 00:00:00,IP,2213000000.00,926000000.00,1.2200,1.2300,482000000.00,176000000.00,329000000.00,1359000000.00,3867000000.00,5226000000.00,17565000000.00,17565000000.00
2019-12-31 00:00:00,IP,,,,,,,,,,,,
2023-12-31 00:00:00,IPG,1897900000.00,1633600000.00,2.8500,2.8600,1098400000.00,291200000.00,1408000000.00,1482700000.00,331500000.00,1814200000.00,10889300000.00,10889300000.00
2022-12-31 00:00:00,IPG,1710800000.00,1436800000.00,2.3700,2.4000,938000000.00,318400000.00,1268900000.00,1483600000.00,361100000.00,1844700000.00,10927800000.00,10927800000.00
2021-12-31 00:00:00,IPG,1676500000.00,1392700000.00,2.3900,2.4200,952800000.00,251800000.00,1222100000.00,1446800000.00,406100000.00,1852900000.00,10240700000.00,10240700000.00
2020-12-31 00:00:00,IPG,844100000.00,553500000.00,0.8900,0.9000,351100000.00,8000000.00,361300000.00,1002200000.00,349400000.00,1351600000.00,9061000000.00,9061000000.00
2024-07-31 00:00:00,INTU,4590000000.00,3801000000.00,10.4300,10.5800,2963000000.00,587000000.00,3550000000.00,3877000000.00,8943000000.00,12820000000.00,16285000000.00,16285000000.00
2023-07-31 00:00:00,INTU,4065000000.00,3259000000.00,8.4200,8.4900,2384000000.00,605000000.00,2989000000.00,3153000000.00,8072000000.00,11225000000.00,14368000000.00,14368000000.00
2022-07-31 00:00:00,INTU,3369000000.00,2623000000.00,7.2800,7.3800,2066000000.00,476000000.00,2542000000.00,2559000000.00,7761000000.00,10320000000.00,12726000000.00,12726000000.00
2021-07-31 00:00:00,INTU,2948000000.00,2585000000.00,7.5600,7.6500,2062000000.00,494000000.00,2556000000.00,2528000000.00,5422000000.00,7950000000.00,9633000000.00,9633000000.00
2020-07-31 00:00:00,INTU,,,,,,,,,,,,
2023-12-31 00:00:00,ISRG,2188600000.00,1766800000.00,5.0300,5.1200,1798000000.00,141600000.00,1958900000.00,1766800000.00,2962700000.00,4729500000.00,7124100000.00,7124100000.00
2022-12-31 00:00:00,ISRG,1942900000.00,1577100000.00,3.6500,3.7200,1322300000.00,262400000.00,1606800000.00,1577100000.00,2618900000.00,4196000000.00,6222200000.00,6222200000.00
2021-12-31 00:00:00,ISRG,2131200000.00,1821000000.00,4.6600,4.7900,1704600000.00,162200000.00,1890300000.00,1821000000.00,2137500000.00,3958500000.00,5710100000.00,5710100000.00
2020-12-31 00:00:00,ISRG,1326000000.00,1049800000.00,2.9400,3.0200,1060600000.00,140200000.00,1207000000.00,1049800000.00,1811400000.00,2861200000.00,4358400000.00,4358400000.00
2019-12-31 00:00:00,ISRG,,,,,,,,,,,,
2023-12-31 00:00:00,IVZ,1131400000.00,-167400000.00,-0.7300,-0.7300,-96900000.00,-69700000.00,-237900000.00,-393200000.00,2398600000.00,2005400000.00,5716400000.00,5527300000.00
2022-12-31 00:00:00,IVZ,1528200000.00,1332900000.00,1.4900,1.5000,920700000.00,322200000.00,1247700000.00,1338900000.00,1098700000.00,2437600000.00,6048900000.00,5832100000.00
2021-12-31 00:00:00,IVZ,2800500000.00,2595200000.00,2.9900,3.0100,1629800000.00,531100000.00,2500500000.00,1722300000.00,1111600000.00,2833900000.00,6894500000.00,6648400000.00
2020-12-31 00:00:00,IVZ,1401900000.00,1198400000.00,1.1300,1.1400,761600000.00,261600000.00,1069100000.00,1251200000.00,1138900000.00,2390100000.00,6145600000.00,5935600000.00
2019-12-31 00:00:00,IVZ,,,,,,,,,,,,
2023-12-31 00:00:00,IQV,3256000000.00,2131000000.00,7.2900,7.3900,1358000000.00,101000000.00,1459000000.00,2061000000.00,3178000000.00,5239000000.00,14984000000.00,14984000000.00
2022-12-31 00:00:00,IQV,2909000000.00,1779000000.00,5.7200,5.8200,1091000000.00,260000000.00,1363000000.00,1827000000.00,3201000000.00,5028000000.00,14410000000.00,14410000000.00
2021-12-31 00:00:00,IQV,2767000000.00,1503000000.00,4.9500,5.0500,966000000.00,163000000.00,1128000000.00,1413000000.00,3228000000.00,4641000000.00,13874000000.00,13874000000.00
2020-12-31 00:00:00,IQV,2076000000.00,789000000.00,1.4300,1.4600,279000000.00,72000000.00,373000000.00,783000000.00,3076000000.00,3859000000.00,11359000000.00,11359000000.00
2019-12-31 00:00:00,IQV,,,,,,,,,,,,
2023-12-31 00:00:00,IRM,1618627000.00,825609000.00,0.6300,0.6300,184234000.00,39943000.00,227206000.00,1110043000.00,2012446000.00,3122489000.00,5480289000.00,5480289000.00
2022-12-31 00:00:00,IRM,1873567000.00,1127928000.00,1.9000,1.9200,556981000.00,69489000.00,631638000.00,1046282000.00,1868172000.00,2914454000.00,5103574000.00,5103574000.00
2021-12-31 00:00:00,IRM,1751287000.00,1054317000.00,1.5500,1.5600,450219000.00,176290000.00,629015000.00,901321000.00,1702981000.00,2604302000.00,4491531000.00,4491531000.00
2020-12-31 00:00:00,IRM,1468997000.00,799552000.00,1.1900,1.1900,342693000.00,29609000.00,372705000.00,788644000.00,1601284000.00,2389928000.00,4147270000.00,4147270000.00
2019-12-31 00:00:00,IRM,,,,,,,,,,,,
2023-12-31 00:00:00,JBHT,1738774000.00,1000820000.00,6.9700,7.0557,728287000.00,206600000.00,934887000.00,993196000.00,1216943000.00,2210139000.00,12829665000.00,12829665000.00
2022-12-31 00:00:00,JBHT,1977142000.00,1332622000.00,9.2100,9.3437,969351000.00,312022000.00,1281373000.00,1331553000.00,1140974000.00,2472527000.00,14813999000.00,14813999000.00
2021-12-31 00:00:00,JBHT,1603116000.00,1046023000.00,7.1400,7.2393,760806000.00,238966000.00,999772000.00,1045530000.00,824289000.00,1869819000.00,12168302000.00,12168302000.00
2020-12-31 00:00:00,JBHT,1240980000.00,713605000.00,4.7400,4.7896,506035000.00,159990000.00,666025000.00,713119000.00,736757000.00,1449876000.00,9636573000.00,9636573000.00
2023-08-31 00:00:00,JBL,2392000000.00,1468000000.00,6.0200,6.1500,818000000.00,444000000.00,1262000000.00,1594000000.00,1273000000.00,2867000000.00,34702000000.00,34702000000.00
2022-08-31 00:00:00,JBL,2302000000.00,1377000000.00,6.9000,7.0600,996000000.00,235000000.00,1231000000.00,1411000000.00,1221000000.00,2632000000.00,33478000000.00,33478000000.00
2021-08-31 00:00:00,JBL,1944000000.00,1068000000.00,4.5800,4.6900,696000000.00,246000000.00,944000000.00,1065000000.00,1294000000.00,2359000000.00,29285000000.00,29285000000.00
2020-08-31 00:00:00,JBL,1230000000.00,435000000.00,0.3500,0.3600,54000000.00,204000000.00,261000000.00,657000000.00,1274000000.00,1931000000.00,27266000000.00,27266000000.00
2024-06-30 00:00:00,JKHY,714307000.00,514403000.00,5.2300,5.2395,381816000.00,116203000.00,498019000.00,489391000.00,426675000.00,916066000.00,2215543000.00,2215543000.00
2023-06-30 00:00:00,JKHY,680373000.00,489647000.00,5.0200,5.0298,366646000.00,107928000.00,474574000.00,480688000.00,377952000.00,858640000.00,2077702000.00,2077702000.00
2022-06-30 00:00:00,JKHY,652275000.00,474651000.00,4.9400,4.9797,362916000.00,109351000.00,472267000.00,474619000.00,339651000.00,814270000.00,1942884000.00,1942884000.00
2021-06-30 00:00:00,JKHY,574617000.00,398869000.00,4.1200,4.2089,311469000.00,86256000.00,397725000.00,398719000.00,296107000.00,694826000.00,1758225000.00,1758225000.00
2020-06-30 00:00:00,JKHY,,,,,,,,,,,,
2023-09-30 00:00:00,J,1392039000.00,1084787000.00,5.3000,5.3200,665777000.00,196181000.00,916679000.00,1075237000.00,2398078000.00,3473315000.00,16352414000.00,16352414000.00
2022-09-30 00:00:00,J,1277649000.00,976593000.00,4.9800,5.0100,644039000.00,160903000.00,876347000.00,917850000.00,2409190000.00,3327040000.00,14922825000.00,14922825000.00
2021-09-30 00:00:00,J,1019116000.00,768316000.00,3.2000,3.2200,477030000.00,274781000.00,695602000.00,688089000.00,2355683000.00,3043772000.00,14092632000.00,14092632000.00
2020-09-30 00:00:00,J,685042000.00,503409000.00,3.7100,3.7400,491845000.00,55320000.00,441203000.00,535973000.00,2050695000.00,2586668000.00,13566975000.00,13566975000.00
2023-12-31 00:00:00,JNJ,23320000000.00,15834000000.00,13.7200,13.8800,35153000000.00,1736000000.00,15062000000.00,23409000000.00,35197000000.00,58606000000.00,85159000000.00,85159000000.00
2022-12-31 00:00:00,JNJ,26605000000.00,19635000000.00,6.7300,6.8622,17941000000.00,2989000000.00,19359000000.00,22213000000.00,33181000000.00,55394000000.00,79990000000.00,79990000000.00
2021-12-31 00:00:00,JNJ,26751000000.00,19361000000.00,7.8100,7.9306,20878000000.00,1377000000.00,19178000000.00,20943000000.00,34395000000.00,55338000000.00,78740000000.00,78740000000.00
2020-12-31 00:00:00,JNJ,23929000000.00,16698000000.00,5.5100,5.5893,14714000000.00,1783000000.00,16497000000.00,19733000000.00,34424000000.00,54157000000.00,82584000000.00,82584000000.00
2023-09-30 00:00:00,JCI,2865000000.00,2017000000.00,2.6900,2.7020,1849000000.00,-323000000.00,1710000000.00,2790000000.00,6181000000.00,8971000000.00,26793000000.00,26793000000.00
2022-09-30 00:00:00,JCI,2765000000.00,1935000000.00,2.1900,2.2245,1532000000.00,-13000000.00,1710000000.00,2398000000.00,5945000000.00,8343000000.00,25299000000.00,25299000000.00
2021-09-30 00:00:00,JCI,3665000000.00,2820000000.00,2.2700,2.3099,1637000000.00,868000000.00,2614000000.00,2801000000.00,5258000000.00,8059000000.00,23668000000.00,23668000000.00
2020-09-30 00:00:00,JCI,1965000000.00,1143000000.00,0.8400,0.8402,631000000.00,108000000.00,903000000.00,1746000000.00,5665000000.00,7411000000.00,22317000000.00,22317000000.00
2023-12-31 00:00:00,JNPR,623700000.00,429000000.00,0.9500,0.9700,310200000.00,29200000.00,349000000.00,568100000.00,2633800000.00,3201900000.00,5564500000.00,5564500000.00
2022-12-31 00:00:00,JNPR,812600000.00,594900000.00,1.4300,1.4600,471000000.00,60500000.00,536300000.00,539300000.00,2419000000.00,2958300000.00,5301200000.00,5301200000.00
2021-12-31 00:00:00,JNPR,598300000.00,360900000.00,0.7600,0.7800,252700000.00,57400000.00,310100000.00,430400000.00,2309700000.00,2740100000.00,4735400000.00,4735400000.00
2020-12-31 00:00:00,JNPR,554600000.00,342200000.00,0.7700,0.7800,257800000.00,7400000.00,265200000.00,421100000.00,2152600000.00,2573700000.00,4445100000.00,4445100000.00
2019-12-31 00:00:00,JNPR,,,,,,,,,,,,
2023-12-31 00:00:00,K,1762000000.00,1343000000.00,2.7600,2.7800,951000000.00,258000000.00,1040000000.00,1505000000.00,2778000000.00,4283000000.00,13122000000.00,13122000000.00
2022-12-31 00:00:00,K,1581000000.00,1103000000.00,2.7900,2.8100,960000000.00,180000000.00,902000000.00,1211000000.00,2600000000.00,3811000000.00,12653000000.00,12653000000.00
2021-12-31 00:00:00,K,2124000000.00,1657000000.00,4.3300,4.3600,1488000000.00,353000000.00,1452000000.00,1383000000.00,2435000000.00,3818000000.00,11747000000.00,11747000000.00
2020-12-31 00:00:00,K,2361000000.00,1882000000.00,3.6300,3.6500,1251000000.00,323000000.00,1601000000.00,1761000000.00,2966000000.00,4727000000.00,13770000000.00,13770000000.00
2023-12-31 00:00:00,KVUE,3175000000.00,2548000000.00,0.9000,0.9000,1664000000.00,526000000.00,2190000000.00,2529000000.00,6114000000.00,8643000000.00,15444000000.00,15444000000.00
2022-12-31 00:00:00,KVUE,3281000000.00,2637000000.00,1.0927,1.0927,2064000000.00,573000000.00,2637000000.00,2676000000.00,5609000000.00,8285000000.00,14950000000.00,14950000000.00
2021-12-31 00:00:00,KVUE,3656000000.00,2925000000.00,1.1001,1.1001,2078000000.00,847000000.00,2925000000.00,3034000000.00,5385000000.00,8419000000.00,15054000000.00,15054000000.00
2020-12-31 00:00:00,KVUE,3734000000.00,2988000000.00,-0.4653,-0.4653,-879000000.00,-137000000.00,-1016000000.00,2988000000.00,4860000000.00,7848000000.00,14467000000.00,14467000000.00
2019-12-31 00:00:00,KVUE,,,,,,,,,,,,
2023-12-31 00:00:00,KDP,3973000000.00,3253000000.00,1.5500,1.5600,2181000000.00,576000000.00,2757000000.00,3194000000.00,4886000000.00,8080000000.00,14814000000.00,14814000000.00
2022-12-31 00:00:00,KDP,3121000000.00,2412000000.00,1.0100,1.0100,1436000000.00,284000000.00,1719000000.00,2783000000.00,4540000000.00,7323000000.00,14057000000.00,14057000000.00
2021-12-31 00:00:00,KDP,4006000000.00,3298000000.00,1.5000,1.5200,2146000000.00,653000000.00,2798000000.00,2894000000.00,4083000000.00,6977000000.00,12683000000.00,12683000000.00
2020-12-31 00:00:00,KDP,3010000000.00,2357000000.00,0.9300,0.9400,1325000000.00,428000000.00,1753000000.00,2547000000.00,3939000000.00,6486000000.00,11618000000.00,11618000000.00
2019-12-31 00:00:00,KDP,,,,,,,,,,,,
2023-10-31 00:00:00,KEYS,1647000000.00,1435000000.00,5.9100,5.9500,1057000000.00,300000000.00,1357000000.00,1358000000.00,2174000000.00,3532000000.00,5464000000.00,5464000000.00
2022-10-31 00:00:00,KEYS,1587000000.00,1364000000.00,6.1800,6.2300,1124000000.00,161000000.00,1285000000.00,1334000000.00,2116000000.00,3450000000.00,5420000000.00,5420000000.00
2021-10-31 00:00:00,KEYS,1382000000.00,1089000000.00,4.7800,4.8400,894000000.00,116000000.00,1010000000.00,1080000000.00,1989000000.00,3069000000.00,4941000000.00,4941000000.00
2020-10-31 00:00:00,KEYS,1165000000.00,839000000.00,3.3100,3.3500,627000000.00,134000000.00,761000000.00,765000000.00,1768000000.00,2533000000.00,4221000000.00,4221000000.00
2019-10-31 00:00:00,KEYS,,,,,,,,,,,,
2023-12-31 00:00:00,KMB,3067000000.00,2314000000.00,5.2100,5.2200,1764000000.00,453000000.00,2021000000.00,3002000000.00,4030000000.00,7032000000.00,20431000000.00,20431000000.00
2022-12-31 00:00:00,KMB,3376000000.00,2622000000.00,5.7300,5.7300,1934000000.00,495000000.00,2340000000.00,2681000000.00,3538000000.00,6219000000.00,20175000000.00,20175000000.00
2021-12-31 00:00:00,KMB,3247000000.00,2481000000.00,5.3500,5.3800,1814000000.00,479000000.00,2225000000.00,2561000000.00,3427000000.00,5988000000.00,19440000000.00,19440000000.00
2020-12-31 00:00:00,KMB,3978000000.00,3182000000.00,6.8700,6.9000,2352000000.00,676000000.00,2930000000.00,3244000000.00,3578000000.00,6822000000.00,19140000000.00,19140000000.00
2023-12-31 00:00:00,KIM,1401380000.00,894115000.00,1.0200,1.0200,654273000.00,60952000.00,643914000.00,582610000.00,644072000.00,1226682000.00,1783400000.00,1783400000.00
2022-12-31 00:00:00,KIM,776127000.00,271127000.00,0.1600,0.1600,125976000.00,56654000.00,44304000.00,572243000.00,624534000.00,1196777000.00,1727684000.00,1727684000.00
2021-12-31 00:00:00,KIM,1344579000.00,949259000.00,1.6000,1.6100,844059000.00,3380000.00,745126000.00,447233000.00,499441000.00,946674000.00,1364585000.00,1364585000.00
2020-12-31 00:00:00,KIM,1403733000.00,1114778000.00,2.2500,2.2600,1000833000.00,978000.00,927874000.00,332752000.00,382172000.00,714924000.00,1057893000.00,1057893000.00
2019-12-31 00:00:00,KIM,,,,,,,,,,,,
2023-12-31 00:00:00,KMI,6498000000.00,4248000000.00,1.0600,1.0600,2391000000.00,715000000.00,3201000000.00,4248000000.00,3898000000.00,8146000000.00,15334000000.00,15157000000.00
2022-12-31 00:00:00,KMI,6219000000.00,4033000000.00,1.1200,1.1200,2548000000.00,710000000.00,3335000000.00,4033000000.00,3726000000.00,7759000000.00,19200000000.00,19042000000.00
2021-12-31 00:00:00,KMI,6675000000.00,4540000000.00,0.7800,0.7800,1784000000.00,369000000.00,2219000000.00,4540000000.00,3442000000.00,7982000000.00,16610000000.00,16471000000.00
2020-12-31 00:00:00,KMI,5656000000.00,3492000000.00,0.0500,0.0500,119000000.00,481000000.00,661000000.00,3492000000.00,3499000000.00,6991000000.00,11700000000.00,11509000000.00
2019-12-31 00:00:00,KMI,,,,,,,,,,,,
2023-12-31 00:00:00,KKR,9500580000.00,9500580000.00,4.0900,4.2400,3732261000.00,1197523000.00,6554609000.00,2138148000.00,2722503000.00,4860651000.00,14322870000.00,14322870000.00
2022-12-31 00:00:00,KKR,1345738000.00,1345738000.00,-0.7900,-0.7900,-521664000.00,125393000.00,-292221000.00,-345578000.00,2352381000.00,2006803000.00,5565056000.00,5565056000.00
2021-12-31 00:00:00,KKR,14978628000.00,14978628000.00,7.4200,7.9500,4732406000.00,1394882000.00,13846599000.00,4953222000.00,1942360000.00,6895582000.00,16105827000.00,16105827000.00
2020-12-31 00:00:00,KKR,6696566000.00,6696566000.00,3.3700,3.4500,2002509000.00,609097000.00,5726695000.00,1297759000.00,780642000.00,2078401000.00,4230891000.00,4230891000.00
2019-12-31 00:00:00,KKR,,,,,,,,,,,,
2024-06-30 00:00:00,KLAC,3903015000.00,3501285000.00,20.2800,20.4100,2761896000.00,428136000.00,3190032000.00,3635684000.00,2248490000.00,5884174000.00,9812247000.00,9812247000.00
2023-06-30 00:00:00,KLAC,4501243000.00,4086130000.00,24.1500,24.2800,3387277000.00,401839000.00,3789190000.00,3994696000.00,2283053000.00,6277749000.00,10496056000.00,10496056000.00
2022-06-30 00:00:00,KLAC,4012920000.00,3649576000.00,21.9200,22.0700,3321807000.00,167177000.00,3489237000.00,3654181000.00,1965261000.00,5619442000.00,9211883000.00,9211883000.00
2021-06-30 00:00:00,KLAC,2851117000.00,2517782000.00,13.3700,13.4900,2078292000.00,283101000.00,2360454000.00,2488480000.00,1658089000.00,4146569000.00,6918734000.00,6918734000.00
2020-06-30 00:00:00,KLAC,,,,,,,,,,,,
2023-12-31 00:00:00,KHC,5506000000.00,4545000000.00,2.3100,2.3300,2855000000.00,787000000.00,3633000000.00,5181000000.00,3745000000.00,8926000000.00,26640000000.00,26640000000.00
2022-12-31 00:00:00,KHC,4820000000.00,3887000000.00,1.9100,1.9300,2363000000.00,598000000.00,2966000000.00,4696000000.00,3426000000.00,8122000000.00,26485000000.00,26485000000.00
2021-12-31 00:00:00,KHC,4665000000.00,3755000000.00,0.8200,0.8300,1012000000.00,684000000.00,1708000000.00,5315000000.00,3367000000.00,8682000000.00,26042000000.00,26042000000.00
